_id,Condition,Price,Location,Model_Year,Mileage,Exterior_Color,Make,Warranty,Model,Sub_Model,Type,Feedback_Perc,N_Reviews,Seller_Status
,Used,"$1,500 ","Yorktown Heights, New York, United States",1988,"26,489",Red,Ducati,"Vehicle does NOT have an existing warranty",Superbike,,,100,2492,"Private Seller"
,Used,$100,"Delbarton, West Virginia, United States",2015,0,Yellow,Suzuki,Unspecified,RM-Z250,,Gasoline,100,28,Dealer
,Used,$700,"Valley City, Ohio, United States",1982,"2,018",Black,Suzuki,"Vehicle does NOT have an existing warranty",Sp250,Z,Dual-Purpose,100,10,"Private Seller"
,Used,"$8,000 ","Orange City, Iowa, United States",2009,"8,900",Orange,Yamaha,,Raider,,Cruiser,100,64,"Private Seller"
,Used,"$2,550 ","Oviedo, Florida, United States",1967,"24,150",Black,Honda,,"Super Hawk",CB77,,100,330,"Private Seller"
,Used,"$2,395 ","Greenacres, Washington, United States",1970,"1,308",Blue,Honda,"Vehicle does NOT have an existing warranty",CT,"TRAIL 70",,100,24,"Private Seller"
,Used,"$26,999 ","Miami, Florida, United States",2017,200,Orange,"Other Makes",,"SLR Orange Madness",,Standard,100,47,Dealer
,Used,"$10,888 ","Dundalk, Maryland, United States",2005,"5,506",Black,Harley-Davidson,,Softail,,,,0,
,Used,"$11,200 ","Eden Prairie, Minnesota, United States",2013,"3,205",Red,Ducati,"Vehicle does NOT have an existing warranty",Superbike,"1199 PANIGALE S","Sport Bike",100,599,"Private Seller"
,Used,"$2,025 ","Everett, Massachusetts, United States",2002,"1,306","old shool orange","Custom Built Motorcycles","Vehicle does NOT have an existing warranty",Chopper,"RED HORSE",Cruiser,100,278,"Private Seller"
,Used,"$4,000 ","Kent, Ohio, United States",2007,"24,000",Red,Kawasaki,"Vehicle does NOT have an existing warranty",Vulcan,Classic,Cruiser,100,352,"Private Seller"
,Used,"$20,000 ","Fort Dodge, Iowa, United States",2016,"1,000",Red,"Custom Built Motorcycles","Vehicle does NOT have an existing warranty",Chopper,"4&#034; up 2&#034;out West Coast Choppers Frame",Chopper,100,246,"Private Seller"
,Used,"$3,500 ","Glen Burnie, Maryland, United States",1996,"5,000",Black,Harley-Davidson,"Vehicle does NOT have an existing warranty","883 sportster",,,,0,"Private Seller"
,Used,"$3,500 ","Winnsboro, Texas, United States",2002,"17,013",Blue/Black,Yamaha,,"V Star",Silverado,Cruiser,100,127,"Private Seller"
,Used,"$4,700 ","Montoursville, Pennsylvania, United States",2011,"1,800",Red,Ducati,"Vehicle does NOT have an existing warranty",Hypermotard,,,100,2246,Dealer
,Used,"$2,550 ","Suncook, New Hampshire, United States",2013,"8,407",Black,Honda,,Fury,,Standard,100,1978,Dealer
,New,"$4,050 ","Boston, Massachusetts, United States",2011,"13,000",Black,Ducati,"Vehicle does NOT have an existing warranty",Superbike,,"Sport Bike",1.7,52,"Private Seller"
,Used,"$10,877 ","Scott City, Missouri, United States",2012,"7,239",Black,Harley-Davidson,"Vehicle has an existing warranty","Dyna Street Bob",,Gasoline,100,4,Dealer
,Used,"$2,025 ","Denver, North Carolina, United States",2007,"24,343",Red,Suzuki,,Hayabusa,,,100,111,Dealer
,Used,"$9,900 ","Norfolk, Virginia, United States",2015,662,White,Ducati,"Vehicle does NOT have an existing warranty","Diavel Carbon",,Cruiser,100,325,"Private Seller"
,New,"$10,450 ","Norman, Oklahoma, United States",2016,"2,494",,Indian,,"Scout\x99 ABS",,,100,2,
,Used,"$2,100 ","Springfield, Missouri, United States",1974,"28,717",Blue,Yamaha,"Vehicle does NOT have an existing warranty",XS,650,Cruiser,100,128,Owner
,Used,"$15,990 ","Boca Raton, Florida, United States",2014,"56,000",Red,Honda,"Vehicle does NOT have an existing warranty","Gold Wing",,Touring,6.9,48,Dealer
,Used,"$2,900 ","Corona, California, United States",2004,0,"GRAY/ RED",Honda,,CRF,,"Sport Bike",9.8,9458,"Private Seller"
,New,"$6,248 ","Ridgeland, Mississippi, United States",2015,0,Red,Honda,,CRF,,Off-Road,100,1342,Dealer
,Used,"$1,500 ","Franklin, Ohio, United States",1982,"22,817",Blue,Suzuki,"Vehicle does NOT have an existing warranty",GS,S1L,Standard,6.8,190,"Private Seller"
,Used,"$4,500 ","Whitehouse Station, New Jersey, United States",2007,"7,500",Black,Kawasaki,,Vulcan,,Cruiser,100,266,"Private Seller"
,Used,"$20,000 ","Seal Beach, California, United States",1947,500,,Harley-Davidson,,"Servi Car",,,,0,"Private Seller"
,Used,"$2,300 ","Orem, Utah, United States",1979,0,"Blue, White",Yamaha,,Other,Scrambler,Dual-Purpose,,0,"Private Seller"
,Used,"$7,000 ","Sparrow Bush, New York, United States",1999,"31,000",Orange,Harley-Davidson,,Softail,,,,0,"Private Seller"
,New,"$4,600 ","Thousand Oaks, California, United States",2017,0,Other,"Custom Built Motorcycles","Vehicle has an existing warranty",Bobber,,Cruiser,100,750,Dealer
,Used,"$1,000 ","Greenville, South Carolina, United States",1987,"15,000",,Yamaha,,FZ,,"Caf\xE9 Racer",100,333,"Private Seller"
,Used,"$16,333 ","Arlington, Texas, United States",2014,"2,955",Black,Indian,,Chieftain,,,100,634,
,Used,"$10,000 ","Orlando, Florida, United States",2003,"6,310",White,Suzuki,"Vehicle does NOT have an existing warranty",Hayabusa,"GSXR 1300","Sport Bike",100,79,"Private Seller"
,Used,"$3,200 ","Franklin, Tennessee, United States",2007,"37,800","Matte Black",Suzuki,,"DL650 V-Strom",VSTROM,Adventure,100,220,
,Used,"$6,000 ","San Antonio, Texas, United States",2005,"27,200","Charcoal Grey",Suzuki,"Vehicle does NOT have an existing warranty",Hayabusa,"GSX1300R LIMITED EDITION","Sport Bike",100,622,"Private Seller"
,Used,"$1,850 ","Forest Hills, New York, United States",1991,"50,000",Black,Yamaha,"Vehicle does NOT have an existing warranty","V Max",,Cruiser,100,8,"Private Seller"
,Used,"$2,299 ","Bridgewater, New Jersey, United States",1997,"25,027",,BMW,"Vehicle does NOT have an existing warranty",F-Series,F-650ST,,100,88,"Private Seller"
,Used,"$3,550 ","Suncook, New Hampshire, United States",2013,"13,959","FLAT BLACK",Kawasaki,,Vulcan,,Standard,100,1978,Dealer
,Used,"$3,999 ","New Haven, Connecticut, United States",2009,"5,610",Burgundy,Kawasaki,"Vehicle does NOT have an existing warranty",Vulcan,CLASSIC,Cruiser,9.5,25513,Dealer
,Used,"$2,763 ","Cape Coral, Florida, United States",2001,"6,702",Black,Harley-Davidson,,Softail,,Standard,100,518,Dealer
,Used,"$3,099 ","Fort Mitchell, Kentucky, United States",2011,361,WHITE,Yamaha,,YZ,,,100,2277,
,Used,"$2,000 ","Thomasville, Alabama, United States",1973,"1,000,000",,Triumph,"Vehicle does NOT have an existing warranty",Bonneville,,,100,165,
,Used,"$5,500 ","Salt Lake City, Utah, United States",2000,"12,211",Red,Ducati,"Vehicle does NOT have an existing warranty","966 S",,"Sport Bike",100,154,"Private Seller"
,Used,"$22,365 ","ski, akerhus, Norway",1996,"3,000",,Harley-Davidson,,Other,"CR 9151 Custom",,,0,"Private Seller"
,Used,"$3,600 ","Oxon Hill, Maryland, United States",2010,"8,000",White,Ducati,"Vehicle does NOT have an existing warranty",Superbike,848,"Sport Bike",100,88,"Private Seller"
,Used,"$5,995 ","Hibbing, Minnesota, United States",2008,"5,477","Black W/ Subtle Metallic Blue Spec",Suzuki,Unspecified,Boulevard,M109R,Cruiser,100,3247,"Private Seller"
,Used,"$5,500 ","Walla Walla, Washington, United States",2012,804,Orange,Kawasaki,"Vehicle does NOT have an existing warranty",Vulcan,custom,Cruiser,100,59,"Private Seller"
,Used,"$3,500 ","Sturgis, South Dakota, United States",1979,"33,190",,Yamaha,,XS,,,100,220,
,New,"$6,799 ","Petersburg, West Virginia, United States",2017,0,"Lime Green",Kawasaki,,KXF,,Standard,9.7,21748,Dealer
,Used,"$1,650 ","Coopersburg, Pennsylvania, United States",1998,n/a,,Honda,,XR,,,100,734,owner
,Used,"$14,997 ","Dallas, Texas, United States",2016,"1,410",Black,Harley-Davidson,Unspecified,"FLSTFB - Softail Fat Boy Lo",,Gasoline,100,532,Dealer
,Used,"$18,999 ","Rockville, Maryland, United States",2016,"2,234",Black,Ducati,"Vehicle has an existing warranty",Xdiavel,,Cruiser,100,182,"Private Seller"
,Used,"$6,849 ","Ridgeland, Mississippi, United States",2011,"20,879",Black,Suzuki,,"1250 FA",,"Sport Touring",100,1342,Dealer
,Used,"$2,299 ","Lowell, Massachusetts, United States",2002,"9,000",Black,Kawasaki,"Vehicle does NOT have an existing warranty",Vulcan,,,100,18,OWNER
,Used,"$2,500 ","Allentown, Pennsylvania, United States",1962,"4,956",,Honda,"Vehicle does NOT have an existing warranty",CA,"honda dream",,100,605,
,New,"$4,999 ","Brilliant, Ohio, United States",2014,5,BLACK,Suzuki,"Vehicle has an existing warranty",Boulevard,M50,Cruiser,100,334,Dealer
,Used,"$9,000 ","New Rochelle, New York, United States",2009,"1,200",Red,Yamaha,,"Road Star",,,100,8,Owner
,Used,"$8,500 ","Hollywood, Florida, United States",2001,"3,396","RED AND BLACK",Suzuki,,Hayabusa,,"Sport Bike",100,3,"Private Seller"
,Used,"$9,999 ","Summerland Key, Florida, United States",2005,"1,200","Custom Aqua Blue with Flames","Custom Built Motorcycles","Vehicle does NOT have an existing warranty",Chopper,,Chopper,9.6,498,"Private Seller"
,Used,"$3,550 ","Collierville, Tennessee, United States",2010,"7,102",Red,Honda,,Other,,"Sport Bike",,0,Dealer
,Used,"$1,735 ","La Quinta, California, United States",1962,"3,619",Black,Honda,"Vehicle does NOT have an existing warranty",CA,,Standard,9.1,2998,"Private Seller"
,New,"$5,899 ","Pikeville, Kentucky, United States",2017,0,White,Benelli,"12 Month Limited","TNT 600",,"Sport Bike",100,2390,Dealer
,Used,"$3,095 ","Hollidaysburg, Pennsylvania, United States",2006,"4,400",Red,Suzuki,"Vehicle does NOT have an existing warranty",SV,,Naked,100,1642,"Private Seller"
,Used,"$3,499 ","Exeter, New Hampshire, United States",2007,"13,300",Black,Yamaha,"Vehicle does NOT have an existing warranty","V Star",,Cruiser,100,34,"Private Seller"
,Used,$455,"Suncook, New Hampshire, United States",2012,"15,047",MAROON,Kawasaki,,"ZG1400 CONCOURS 1400 W/ABS",,Standard,100,1978,Dealer
,Used,"$21,000 ","Spencerport, New York, United States",2013,"6,400",Brown,Harley-Davidson,"Vehicle does NOT have an existing warranty",Trike,"Tri glide ultra classic",,,0,"Private Seller"
,Used,"$8,000 ","Orange City, Iowa, United States",2009,"8,900",Orange,Yamaha,,Raider,,Cruiser,100,64,"Private Seller"
,Used,"$5,000 ","Mooresville, North Carolina, United States",2017,250,,Suzuki,,Hayabusa,,,,7,
,Used,"$10,000 ","Buenos Aires City, Argentina",1938,"4,000",Green,"Other Makes",,"VELOCETTE MSS-500 With Sidecar",,,100,291,"Private Seller"
,Used,"$4,000 ","Melbourne, Florida, United States",2006,"9,800",Black,Suzuki,,Hayabusa,,"Sport Bike",100,28,"Private Seller"
,Used,"$3,200 ","Huntington Station, New York, United States",2006,"17,000",,Yamaha,,"Road Star",,,100,284,Owner
,Used,"$4,700 ","Claremont, North Carolina, United States",2002,"17,800",Orange,Yamaha,"Vehicle does NOT have an existing warranty","V Star",,Cruiser,100,661,"Private Seller"
,Used,"$6,300 ","Scott City, Missouri, United States",2015,"9,410",Black,Harley-Davidson,"Vehicle has an existing warranty","Dyna Wide Glide",,Gasoline,100,4,Dealer
,Used,"$28,388 ","Tulsa, Oklahoma, United States",2014,"4,113",Blue,Honda,,"Gold Wing",,Touring,100,179,Dealer
,Used,"$3,500 ","Pine Island, New York, United States",2002,"34,621",Blue,Suzuki,Unspecified,DL1000,,Dual-Purpose,9.2,541,"Private Seller"
,Used,"$11,500 ","El Paso, Texas, United States",1977,"41,311",Black,"Custom Built Motorcycles","Vehicle does NOT have an existing warranty","Cafe Racer",,"Caf\xE9 Racer",100,1087,"Private Seller"
,Used,"$4,600 ","Chagrin Falls, Ohio, United States",1986,"11,052",,Yamaha,"Vehicle does NOT have an existing warranty",FZ,,,100,595,"Private Seller"
,New,"$10,450 ","Norman, Oklahoma, United States",2016,"2,494",,Indian,,"Scout\x99 ABS",,,100,2,
,Used,"$4,700 ","Claremont, North Carolina, United States",2002,"17,800",Orange,Yamaha,"Vehicle does NOT have an existing warranty","V Star",,Cruiser,100,661,"Private Seller"
,Used,"$6,300 ","Scott City, Missouri, United States",2015,"9,410",Black,Harley-Davidson,"Vehicle has an existing warranty","Dyna Wide Glide",,Gasoline,100,4,Dealer
,New,"$4,050 ","Boston, Massachusetts, United States",2011,"13,000",Black,Ducati,"Vehicle does NOT have an existing warranty",Superbike,,"Sport Bike",1.7,52,"Private Seller"
,Used,"$3,500 ","Pine Island, New York, United States",2002,"34,621",Blue,Suzuki,Unspecified,DL1000,,Dual-Purpose,9.2,541,"Private Seller"
,Used,"$1,550 ","Deltona, Florida, United States",2009,"8,865",Black,Honda,"Vehicle does NOT have an existing warranty",Rebel,,,100,534,
,Used,"$11,500 ","El Paso, Texas, United States",1977,"41,311",Black,"Custom Built Motorcycles","Vehicle does NOT have an existing warranty","Cafe Racer",,"Caf\xE9 Racer",100,1087,"Private Seller"
,Used,"$4,600 ","Chagrin Falls, Ohio, United States",1986,"11,052",,Yamaha,"Vehicle does NOT have an existing warranty",FZ,,,100,595,"Private Seller"
,New,"$10,450 ","Norman, Oklahoma, United States",2016,"2,494",,Indian,,"Scout\x99 ABS",,,100,2,
,Used,"$9,990 ","Round Rock, Texas, United States",2011,"40,910",Green,Harley-Davidson,Unspecified,Softail,,Gasoline,100,501,Dealer
,Used,"$4,500 ","Las Vegas, Nevada, United States",1971,112,"SAPPHIRE BLUE",Honda,"Vehicle does NOT have an existing warranty",CT,,,100,244,"Private Seller"
,New,"$10,999 ","Petersburg, West Virginia, United States",2016,0,Raven,Yamaha,,XT,,Dual-Purpose,9.7,21748,Dealer
,Used,"$1,500 ","Franklin, Ohio, United States",1982,"22,817",Blue,Suzuki,"Vehicle does NOT have an existing warranty",GS,S1L,Standard,6.8,190,"Private Seller"
,Used,"$2,399 ","Salisbury, Maryland, United States",1971,"16,115",Burgundy,Honda,"Vehicle does NOT have an existing warranty",CL,Scrambler,Dual-Purpose,100,1181,"Private Seller"
,Used,"$5,699 ","Milwaukee, Wisconsin, United States",2014,"1,960",Orange,KTM,"Vehicle does NOT have an existing warranty","300 XC-W","300 XC-W",Off-Road,100,136,"Private Seller"
,Used,"$13,995 ","Tucson, Arizona, United States",2005,"10,375","Factory Numbered Paint Set",Harley-Davidson,,Softail,,Cruiser,100,436,Dealer
,Used,"$2,300 ","Orem, Utah, United States",1979,0,"Blue, White",Yamaha,,Other,Scrambler,Dual-Purpose,,0,"Private Seller"
,Used,"$1,050 ","Suncook, New Hampshire, United States",2007,"18,215",Black,Suzuki,,GSXR750,,Standard,100,1978,Dealer
,Used,"$3,200 ","Huntington Station, New York, United States",2006,"17,000",,Yamaha,,"Road Star",,,100,284,Owner
,Used,$519,"Crestwood, Kentucky, United States",1998,"27,000",,Yamaha,,"V Star",,,100,228,"Private Seller"
,Used,"$2,500 ","Marshfield, Massachusetts, United States",2006,"4,700",Blue,Suzuki,"Vehicle does NOT have an existing warranty",Boulevard,C50,,100,20,"Private Seller"
,Used,"$1,000 ","Adairsville, Georgia, United States",2000,"12,500",Blue,Suzuki,,SV,,,9.5,2205,"Private Seller"
,Used,"$4,499 ","Dalton, Georgia, United States",2007,"15,834",Black,Suzuki,"Vehicle does NOT have an existing warranty",Boulevard,,,7.7,577,Dealer
,Used,"$10,000 ","Coinjock, North Carolina, United States",2006,"1,800","Green demons","Custom Built Motorcycles","Vehicle does NOT have an existing warranty",Chopper,,Chopper,100,14,"Private Seller"
,Used,"$14,588 ","Scott City, Missouri, United States",2016,517,Red,Harley-Davidson,"Vehicle has an existing warranty","Dyna Fat Bob",,Gasoline,100,4,Dealer
,New,"$5,744 ","Mesa, Arizona, United States",2017,0,LIME,Kawasaki,,KX,,Off-Road,100,689,Dealer
,Used,"$18,600 ","Orland Park, IL., United States",2010,50,Red,"Custom Built Motorcycles","Vehicle does NOT have an existing warranty",Chopper,,"Pro Street",9.4,2024,"Private Seller"
,Used,"$1,850 ","Forest Hills, New York, United States",1991,"50,000",Black,Yamaha,"Vehicle does NOT have an existing warranty","V Max",,Cruiser,100,8,"Private Seller"
,Used,"$6,995 ","Zieglerville, Pennsylvania, United States",2003,"1,835",Blue,"Custom Built Motorcycles","Vehicle does NOT have an existing warranty","Pro Street",,Chopper,100,297821,Dealer
,Used,"$5,855 ","Glen Head, New York, United States",2003,"2,400",Black,"Custom Built Motorcycles","Vehicle does NOT have an existing warranty",Chopper,Occ,Chopper,100,310,"Private Seller"
,Used,"$3,550 ","Suncook, New Hampshire, United States",2013,"13,959","FLAT BLACK",Kawasaki,,Vulcan,,Standard,100,1978,Dealer
,Used,"$3,999 ","New Haven, Connecticut, United States",2009,"5,610",Burgundy,Kawasaki,"Vehicle does NOT have an existing warranty",Vulcan,CLASSIC,Cruiser,9.5,25513,Dealer
,Used,"$3,000 ","Cape Coral, Florida, United States",2010,"17,472",BLK,Yamaha,,"V Star",,Standard,100,518,Dealer
,Used,"$11,000 ","Cedar Hill, Missouri, United States",2010,"8,887",Purple,Yamaha,"Vehicle does NOT have an existing warranty",Raider,S,Cruiser,100,46,"Private Seller"
,Used,"$3,000 ","Lumberton, New Jersey, United States",2003,"1,165",Yellow,Victory,"Vehicle does NOT have an existing warranty",V92C,"Clasic Cruiser",Cruiser,,73,"Private Seller"
,Used,"$2,750 ","Rosedale, Maryland, United States",2002,"3,846",Black,Suzuki,"Vehicle does NOT have an existing warranty",Boulevard,LS650,Cruiser,9.1,218,Dealer
,Used,"$3,600 ","Oxon Hill, Maryland, United States",2010,"8,000",White,Ducati,"Vehicle does NOT have an existing warranty",Superbike,848,"Sport Bike",100,88,"Private Seller"
,Used,"$5,500 ","Walla Walla, Washington, United States",2012,804,Orange,Kawasaki,"Vehicle does NOT have an existing warranty",Vulcan,custom,Cruiser,100,59,"Private Seller"
,New,"$20,999 ","Marietta, Georgia, United States",2016,532,Red,Ducati,"Vehicle has an existing warranty",Multistrada,,,100,780,Dealer
,Used,"$9,500 ","Sedona, Arizona, United States",2004,"3,200",,"Custom Built Motorcycles","Vehicle does NOT have an existing warranty",Chopper,"Low blow",,100,605,"Private Seller"
,New,"$17,291 ","Marietta, Georgia, United States",2016,26,Red,Ducati,"Vehicle has an existing warranty",Monster,,,100,780,Dealer
,Used,"$2,299 ","Lowell, Massachusetts, United States",2002,"9,000",Black,Kawasaki,"Vehicle does NOT have an existing warranty",Vulcan,,,100,18,OWNER
,New,"$12,055 ","Gaylord, Michigan, United States",2014,2,Burgundy,Suzuki,"Vehicle has an existing warranty","GSX 1300RAZL4",Hayabusa,"Sport Bike",100,825,Dealer
,Used,"$8,500 ","Livingston Manor, New York, United States",2004,"10,100",White,Harley-Davidson,"Vehicle does NOT have an existing warranty",Touring,Softail,Touring,,0,"Private Seller"
,Used,"$3,295 ","Azusa, California, United States",2015,690,Black,Suzuki,"Vehicle does NOT have an existing warranty","SUZUKI GW250F",GW250F,"Sport Bike",100,8,Dealer
,Used,"$2,600 ","Rochester, New York, United States",2002,"21,000",Yellow,Honda,"Vehicle does NOT have an existing warranty",Shadow,,Standard,100,1,"Private Seller"
,Used,"$4,600 ","Conroe, Texas, United States",2002,"27,274","Blue and Silver",Suzuki,"Vehicle does NOT have an existing warranty",Intruder,LC1500,Cruiser,100,50,"Private Seller"
