Listing Office - Office Name,List Agent - Agent Name,Price,Status,Address,City,MLS #,Property Type,State,County,Date - MLS List,Bedrooms - Total,Baths - Total,SqFtTotFn,DOM,Assessment Amount,Assessment Year,Price - Closed,Price - List,PicCount, Price - Original , Tax - Gross Amount ,Date - Closed,Lot - Acres,Garage Type,Year Built,Total Stories,Surveyed,Showing Service,Seasonal,Water Body Type,Water Frontage Length,Short Sale,Rooms - Total,Rented,Garage Capacity,Garage,Foreclosed/Bank-Owned/REO,Flood Zone,Easements,Development / Subdivision,Current Use,Covenants,Common Land Acres,Basement Access Type,Basement
Coldwell Banker Redpath and Company,House Agent,"$240,000",CL,14 Prospect St.,Lebanon,4179257,Single Family,NH,NH-Grafton,8/13/2012,4,4,"2,283",77,,,"$240,000","$260,000",24,"289,900","6,336",12/14/2012,0.35,Detached,1900,3,Unknown,,No,,,,10,,2,Yes,No,No,,,,No,,Interior,Yes
RE/MAX Upper Valley/Hanover,Agent22341 House,"$335,000",CL,158 Slayton Hill Rd,Lebanon,4179877,Single Family,NH,NH-Grafton,8/16/2012,3,4,"2,776",137,"$362,000",2011,"$335,000","$349,000",17,"369,000","8,623",3/28/2013,7,Attached,2003,1,Unknown,,No,,,,7,,2,Yes,No,No,,,,No,,Walkout,Yes
Four Seasons Sotheby's Int'l Realty,Richard M Higgerson,"$186,000",CL,241 Poverty Lane,Lebanon,4182185,Condo,NH,NH-Grafton,8/27/2012,2,2,"1,001",217,,,"$186,000","$195,000",24,"215,000","4,867",7/30/2013,3.2,,1900,2,Unknown,,No,,,,5,,0,No,No,No,,Longley Heys,No,Yes,,Interior,Yes
Four Seasons Sotheby`s Int`l Realty,House,"$310,000",CL,4 Wyeth Farm Circle,Lebanon,4182725,Single Family,NH,NH-Grafton,8/29/2012,3,3,"3,000",210,,,"$310,000","$321,000",18,"339,000","7,784",5/3/2013,0.78,Attached,1983,2,Yes,,No,,,,7,,2,Yes,No,No,,,,Yes,,Walkout,Yes
Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$171,875",CL,16 Farman Avenue,Lebanon,4183094,Single Family,NH,NH-Grafton,8/31/2012,4,2,"2,000",70,"$209,500",,"$171,875","$185,000",18,"185,000","4,990",12/19/2012,0.25,Under,1959,2,Unknown,,No,,,,8,,1,Yes,No,Unknown,,,Unknown,No,,Walkout,Yes
Coldwell Banker Redpath and Company,House Agent,"$240,000",CL,40 HIGHLAND AVENUE,Lebanon,4183611,Single Family,NH,NH-Grafton,9/4/2012,3,2,"1,810",131,"$224,900",,"$240,000","$259,000",14,"259,000","5,468",2/28/2013,1.82,Attached,1957,1.75,No,,No,,,,8,,2,Yes,No,No,,,,No,,Walk-up,Yes
Vanessa Stone Real Estate,Vanessa Stone,"$246,000",CL,60 Mountain View Drive,Lebanon,4183515,Single Family,NH,NH-Grafton,9/4/2012,3,3,"1,872",8,"$249,000",,"$246,000","$248,800",19,"248,800","6,056",10/25/2012,0,Attached,2011,2,Yes,,No,,,,6,,2,Yes,No,Unknown,,,No,Yes,,Walkout,Yes
Coldwell Banker Redpath and Company,House Agent,"$209,000",CL,159 N. Main St,Lebanon,4184986,Single Family,NH,NH-Grafton,9/10/2012,4,2,"1,547",18,"$213,900",2011,"$209,000","$219,000",20,"219,000","5,202",10/26/2012,0.34,Attached,1938,2,Unknown,,No,,,,6,,1,Yes,No,No,,,,No,,Interior,Yes
Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$165,000",CL,29 Highland Avenue,Lebanon,4185672,Single Family,NH,NH-Grafton,9/13/2012,3,2,"1,286",7,"$175,200",2011,"$165,000","$175,000",13,"175,000","4,173",10/3/2012,0.21,Detached,1920,1.5,Unknown,,No,,,,6,,1,Yes,No,No,,,No,No,,Interior,Yes
Patrick E. Flanagan Real Estate,Patrick Flanagan,"$174,000",CL,18 Cottage Circle,Lebanon,4186684,Single Family,NH,NH-Grafton,9/13/2012,2,1,"1,872",92,"$225,400",2012,"$174,000","$179,000",13,"220,000","5,482",2/14/2013,0.4,,1990,2,Yes,,No,,,,4,,0,No,No,No,,,,No,,Walk-up,Yes
Patrick E. Flanagan Real Estate,Patrick Flanagan,"$195,000",CL,13 Guyer,Lebanon,4185865,Single Family,NH,NH-Grafton,9/13/2012,3,2,"1,528",45,"$195,500",2012,"$195,000","$205,000",16,"205,000","4,756",1/16/2013,0.12,,1911,2,Yes,,No,,,,7,,0,No,No,No,,,,No,,Walk-up,Yes
Patrick E. Flanagan Real Estate,Patrick Flanagan,"$128,000",CL,34 Pleasant Street,Lebanon,4185842,Condo,NH,NH-Grafton,9/14/2012,2,2,"2,708",81,"$187,400",2012,"$128,000","$137,500",10,"137,500","2,279",1/10/2013,0,Attached,1977,2,Yes,,No,,,,4,,1,Yes,No,No,,Village Green,No,Unknown,,Walkout,Yes
Coldwell Banker Redpath and Company,House Agent,"$267,000",CL,337 Mt. Support Rd,Lebanon,4186496,Condo,NH,NH-Grafton,9/17/2012,2,3,"1,386",6,,,"$267,000","$269,000",17,"269,000","6,062",10/26/2012,0,Under,2010,2,Yes,,No,,,,4,,1,Yes,No,No,,Quarry Hill,,Yes,,Interior,Yes
Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$165,000",CL,287 Mascoma Street Extension,Lebanon,4187438,Condo,NH,NH-Grafton,9/20/2012,2,2,"1,015",164,"$193,700",,"$165,000","$175,000",11,"175,000","4,710",5/1/2013,2.3,,2007,1,Yes,,No,,,,4,,0,No,No,No,,Nature Walk,No,Yes,,Interior,Yes
Patrick E. Flanagan Real Estate,Patrick Flanagan,"$259,000",CL,3 Hathorn Ave,Lebanon,4187394,Single Family,NH,NH-Grafton,9/21/2012,4,3,"2,296",137,"$251,600",2012,"$259,000","$276,000",24,"293,900","6,118",4/26/2013,0.59,Attached,1959,2,Yes,,No,,,,11,,2,Yes,No,No,,,,No,,Walk-up,Yes
RE/MAX Upper Valley,Deb M Roberts,"$153,495",CL,3 Winter Street West,Lebanon,4188464,Single Family,NH,NH-Grafton,9/26/2012,3,1,960,40,"$173,900",2011,"$153,495","$159,999",17,"159,999","4,229",12/21/2012,0.23,,1960,1,Unknown,,No,,,,6,,0,No,No,No,,West Lebanon,No,No,,Walkout,Yes
Century 21 Energy Shield Realty/Lebanon,William Sahlman,"$100,100",CL,3 Colby Avenue,Lebanon,4190408,Single Family,NH,NH-Grafton,10/3/2012,2,1,"1,647",29,"$183,300",2011,"$100,100","$119,900",24,"145,000","4,458",11/20/2012,0.39,Attached,1947,1,Unknown,,No,,,,6,,2,Yes,Yes,Unknown,,,No,No,,Interior,Yes
Coldwell Banker Redpath and Company,House Agent,"$180,000",CL,420 N. Main St,Lebanon,4190561,Single Family,NH,NH-Grafton,10/5/2012,3,2,"1,770",79,,,"$180,000","$199,000",14,"199,000","4,957",12/31/2012,0.46,Attached,1955,1,No,,No,,,,6,,1,Yes,No,No,,,,No,,Interior,Yes
Cantlin Associates REALTORS,house 2264,"$155,000",CL,60 Westboro Woods Lane,Lebanon,4190871,Single Family,NH,NH-Grafton,10/6/2012,2,2,"1,076",30,"$160,800",,"$155,000","$157,500",15,"157,500","3,911",12/10/2012,0,,2007,2,Yes,,No,,,,4,,0,No,No,No,,Westboro Woods,No,Yes,11,Walkout,Yes
Coldwell Banker Redpath and Company,House Agent,"$231,000",CL,11 Pearl St.,Lebanon,4191099,Single Family,NH,NH-Grafton,10/9/2012,4,2,"1,579",19,"$205,600",2011,"$231,000","$237,000",20,"237,000","5,002",1/8/2013,0.34,Detached,1930,2,Unknown,,No,,,,7,,2,Yes,No,No,,,,No,,Interior,Yes
Cantlin Associates REALTORS,house 2264,"$155,000",CL,60 Westboro Woods Lane,Lebanon,4191388,Condo,NH,NH-Grafton,10/10/2012,2,2,"1,076",26,"$160,800",,"$155,000","$157,500",11,"157,500","3,911",12/24/2012,0,,2007,2,Yes,,No,,,,4,,0,No,No,No,,Westboro Woods,No,Yes,11,Walkout,Yes
LindeMac Real Estate,Linde McNamara,"$238,500",CL,28 Fountain Way,Lebanon,4193137,Condo,NH,NH-Grafton,10/18/2012,2,2,"1,444",162,"$269,700",,"$238,500","$246,000",11,"255,000","6,560",5/20/2013,0.18,Attached,2000,1,Yes,,No,,,,6,,2,Yes,No,No,,The Falls at Rivers Edge,,Yes,,,No
Patrick E. Flanagan Real Estate,Patrick Flanagan,"$295,000",CL,65 Elm Street,Lebanon,4195351,Single Family,NH,NH-Grafton,11/1/2012,3,3,"1,420",27,,,"$295,000","$299,000",24,"299,000","5,516",1/11/2013,0.27,Attached,1860,2,Yes,,No,,,,8,,1,Yes,No,No,,,,No,,Interior,Yes
Coldwell Banker Homes Unlimited,Justin Ranney,"$88,000",CL,3 Rita St.,Lebanon,4195567,Single Family,NH,NH-Grafton,11/2/2012,3,2,"1,220",5,"$225,900",,"$88,000","$119,900",4,"119,900","5,453",3/1/2013,0.34,Attached,1995,1,Unknown,,No,,,,5,,2,Yes,Yes,Unknown,,,,Unknown,,Walkout,Yes
Four Seasons Sotheby's Int'l Realty,Bruce McLaughry,"$198,000",CL,266 Poverty Lane,Lebanon,4196423,Single Family,NH,NH-Grafton,11/5/2012,3,3,"1,412",42,"$220,700",,"$198,000","$200,000",5,"185,000","5,367",1/31/2013,0,Attached,1988,2,No,,No,,,,6,,1,Yes,No,No,,Martin Brook Condominiums,No,Yes,,Walkout,Yes
Bean Group / Vermont,Linda White,"$57,000",CL,11 Johnson Ave,Lebanon,4196366,Single Family,NH,NH-Grafton,11/7/2012,3,1,"1,138",20,"$126,100",2012,"$57,000","$89,900",4,"89,900","3,050",1/25/2013,0.32,Carport,1940,1,Yes,,No,,,,5,,1,Yes,No,No,,,,Unknown,,,No
Four Seasons Sotheby's Int'l Realty,Richard M Higgerson,"$182,500",CL,1 Tenley Drive,Lebanon,4197449,Single Family,NH,NH-Grafton,11/12/2012,3,2,"2,164",287,,,"$182,500","$224,900",6,"249,500","5,324",9/25/2013,0.28,Attached,1970,2,No,,No,,,,8,,1,Yes,No,No,,,,No,,Interior,Yes
Coldwell Banker Redpath and Company,House Agent,"$191,000",CL,165 Bank St. Ext,Lebanon,4199411,Single Family,NH,NH-Grafton,11/17/2012,3,2,"1,196",221,"$242,800",,"$191,000","$199,900",10,"234,000","6,023",8/14/2013,0.23,Attached,2008,1,Yes,,No,,,,6,,2,Yes,No,No,,,,No,,Interior,Yes
Coldwell Banker Redpath and Company,House Agent,"$350,000",CL,28 Evergreen Court,Lebanon,4199210,Single Family,NH,NH-Grafton,11/17/2012,4,5,"4,665",66,,,"$350,000","$389,000",20,"399,000","11,123",4/5/2013,0.16,,2007,2,Unknown,,No,,,,7,,0,No,No,No,,,,No,,Interior,Yes
Coldwell Banker Redpath and Co./Quechee,agent22051 house,"$160,000",CL,13 Jones Ave.,Lebanon,4199775,Single Family,NH,NH-Grafton,11/19/2012,3,1,"1,008",113,"$202,800",2012,"$160,000","$169,900",9,"199,000","4,933",4/15/2013,0.24,Under,1950,1,No,,No,,,,5,,1,Yes,No,No,,,No,No,,Walkout,Yes
Century 21 Energy Shield Realty/Lebanon,William Sahlman,"$120,000",CL,35-7A Seminary HIll,Lebanon,4200791,Condo,NH,NH-Grafton,11/23/2012,2,1,852,155,,,"$120,000","$125,000",11,"127,900", -   ,7/22/2013,0,,1971,2.5,Yes,,No,,,,5,,0,No,No,No,,Westwood Village,,Yes,,Walk-up,Yes
www.EntryOnly.com,Jason Saphire,"$235,000",CL,22 Birch Terrace,Lebanon,4200993,Single Family,NH,NH-Grafton,11/25/2012,3,3,"2,800",27,"$259,000",2012,"$235,000","$247,000",22,"253,000","5,886",3/5/2013,0.23,Detached,2003,2,Yes,,No,,,,7,,2,Yes,No,No,,W. Lebanon/Seminary Hill,,No,,Walkout,Yes
Century 21 Energy Shield Realty/Lebanon,Darryl Salls,"$42,500",CL,86 NH Route 4A #15L,Lebanon,4201443,Single Family,NH,NH-Grafton,11/26/2012,2,2,840,166,,,"$42,500","$47,500",16,"47,500",971,6/7/2013,0,,2005,1,Unknown,,No,,,,5,,0,No,No,Unknown,,,No,Unknown,,,No
Coldwell Banker Redpath and Company,House Agent,"$176,000",CL,7 Powers St,Lebanon,4205513,Single Family,NH,NH-Grafton,12/5/2012,2,2,"1,748",23,,,"$176,000","$179,000",14,"179,000","2,237",2/15/2013,0.54,Attached,1956,1,Yes,,No,,,,5,,1,Yes,No,No,,,,No,,Interior,Yes
Century 21 Highview Realty,Ann Jacques,"$210,000",CL,185 Poverty Lane,Lebanon,4205733,Single Family,NH,NH-Grafton,12/7/2012,3,2,"1,977",153,"$368,600",,"$210,000","$210,000",17,"285,600","8,916",6/26/2013,7.1,Detached,1983,1.5,Unknown,,No,,,,8,,5,Yes,Yes,Unknown,,,No,Unknown,,Walkout,Yes
Coldwell Banker Redpath and Company,House Agent,"$154,000",CL,9 JONES AVENUE,Lebanon,4205901,Single Family,NH,NH-Grafton,12/10/2012,2,1,816,10,,,"$154,000","$150,000",9,"150,000","2,862",3/15/2013,0.33,Under,1956,1,Unknown,,No,,,,4,,1,Yes,No,No,,,,No,,Walkout,Yes
RE/MAX Group One Realtors,Cheryl Herrmann,"$49,999",CL,59 Spencer,Lebanon,4205978,Single Family,NH,NH-Grafton,12/11/2012,2,1,"1,232",252,"$98,300",2013,"$49,999","$63,000",13,"89,000","1,639",11/8/2013,0.16,,1900,1.5,Unknown,,No,River,,,7,,0,No,No,Yes,,,,Unknown,,Interior,Yes
Four Seasons Sotheby`s Int`l Realty,house 22125,"$187,000",CL,337 Mount Support Road,Lebanon,4206683,Condo,NH,NH-Grafton,12/14/2012,2,3,"1,317",0,,,"$187,000","$187,000",1,"187,000", -   ,12/14/2012,4.82,,2009,2,Yes,,No,,,,5,,0,No,,No,,,No,Yes,,,
Coldwell Banker Redpath and Company,House Agent,"$244,000",CL,17 GREEN STREET WEST,Lebanon,4206597,Single Family,NH,NH-Grafton,12/14/2012,3,2,"1,989",28,,,"$244,000","$247,000",22,"247,000","5,301",3/28/2013,0.18,,1965,2,No,,No,,,,8,,0,No,No,No,,,,No,,Walkout,Yes
Patrick E. Flanagan Real Estate,Patrick Flanagan,"$151,000",CL,7 Prospect Street W,Lebanon,4207514,Single Family,NH,NH-Grafton,12/21/2012,3,1,"1,026",112,"$164,100",2012,"$151,000","$156,000",16,"156,000","3,990",6/18/2013,0.21,,1950,1,Yes,,Yes,,,,5,,0,No,No,No,,,,No,,Walk-up,Yes
Coldwell Banker Redpath and Company,House Agent,"$207,500",CL,49 Slayton Hill Rd,Lebanon,4208534,Single Family,NH,NH-Grafton,12/31/2012,3,2,"1,286",18,,,"$207,500","$219,500",14,"219,500","4,660",4/30/2013,0.43,,1961,2,No,,No,,,,6,,0,No,No,No,,,,No,,Walkout,Yes
Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$292,000",CL,141 Prospect Street Extension,Lebanon,4208611,Single Family,NH,NH-Grafton,1/2/2013,3,3,"2,422",86,"$272,700",2012,"$292,000","$315,000",24,"315,000","6,632",6/11/2013,0.79,Attached,1986,1,Unknown,,No,,,,10,,2,Yes,No,No,,Hillcrest Acres,No,Yes,,Interior,Yes
Coldwell Banker Redpath and Company,House Agent,"$159,000",CL,40 Wolf Rd #45,Lebanon,4208897,Condo,NH,NH-Grafton,1/4/2013,3,2,"1,199",22,,,"$159,000","$164,900",12,"164,900","4,190",3/29/2013,5.3,Carport,1988,2,Unknown,,No,,,,5,,1,Yes,No,No,,,,Yes,5,,No
Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$179,000",CL,287 Mascoma Street Extension,Lebanon,4209660,Condo,NH,NH-Grafton,1/8/2013,2,2,"1,015",5,"$173,100",2010,"$179,000","$179,000",19,"179,000","4,171",3/29/2013,2.3,,2007,1,Yes,,No,,,,4,,0,No,No,No,,Nature Walk,,Yes,2,Interior,Yes
Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$281,000",CL,25 Stone Hill Road,Lebanon,4209895,Single Family,NH,NH-Grafton,1/9/2013,4,3,"2,448",47,"$270,400",,"$281,000","$279,000",22,"284,900","6,441",4/26/2013,2.1,Attached,1975,2,Unknown,,No,,,,8,,2,Yes,No,Unknown,,,,No,,Walkout,Yes
RE/MAX Group One Realtors,Cheryl Herrmann,"$230,000",CL,365 North Main Street,Lebanon,4210711,Condo,NH,NH-Grafton,1/11/2013,3,3,"1,889",446,"$312,000",2012,"$230,000","$233,000",19,"279,000","7,974",4/25/2014,0,Attached,2003,2,Yes,,No,,,No,6,,1,Yes,No,No,,Quail Hollow,,Yes,,,No
Coldwell Banker Redpath and Company,House Agent,"$285,000",CL,200 SLAYTON HILL ROAD,Lebanon,4210541,Single Family,NH,NH-Grafton,1/11/2013,3,3,"1,976",110,"$330,000",2010,"$285,000","$309,000",15,"325,000","8,130",6/28/2013,7.26,Under,1985,2,Unknown,,No,,,,7,,2,Yes,No,No,,,,Unknown,,Walkout,Yes
Vanessa Stone Real Estate,Sam Vidal,"$135,000",CL,55 Townsend Terrace,Lebanon,4210673,Single Family,NH,NH-Grafton,1/12/2013,2,1,950,11,,,"$135,000","$139,900",19,"139,900","2,757",6/3/2013,0.86,Carport,1945,1.75,Unknown,,No,,,,7,,1,Yes,No,No,,,,Unknown,,Walk-up,Yes
Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$179,000",CL,287 Mascoma Street Extension,Lebanon,4210706,Condo,NH,NH-Grafton,1/14/2013,2,2,"1,015",114,"$173,100",2010,"$179,000","$179,000",19,"179,000","4,171",7/1/2013,2.3,,2007,1,Yes,,No,,,,4,,0,No,No,No,,Nature Walk,,Yes,2,Interior,Yes
Vanessa Stone Real Estate,Susan Cole,"$220,000",CL,186 Slayton Hill Road,Lebanon,4211119,Single Family,NH,NH-Grafton,1/15/2013,3,2,"1,684",90,"$289,500",,"$220,000","$224,900",11,"239,900","7,003",5/22/2013,4.48,Detached,1986,1,Unknown,,No,,,,7,,2,Yes,No,No,,,No,No,,Interior,Yes
Coldwell Banker Redpath and Company,House Agent,"$161,200",CL,2 Downes Ave,Lebanon,4212154,Single Family,NH,NH-Grafton,1/21/2013,3,1,912,147,,,"$161,200","$170,000",11,"185,000",283,7/18/2013,0.38,,1961,1,Unknown,,No,,,,5,,0,No,No,No,Yes,,,No,,Walkout,Yes
Century 21 Highview Realty,Susan Latham,"$45,000",CL,156 Dartmouth College Highway,Lebanon,4212599,Single Family,NH,NH-Grafton,1/22/2013,3,1,"1,232",36,"$91,100",2012,"$45,000","$48,500",12,"48,500","2,204",3/15/2013,7.62,,1950,1,Unknown,,No,,,,5,,0,No,Yes,Unknown,,,,Unknown,,Walk-up,Yes
RE/MAX Upper Valley,Deb M Roberts,"$47,000",CL,32 T. Andrew,Lebanon,4212392,Single Family,NH,NH-Grafton,1/22/2013,3,2,882,87,"$54,500",2013,"$47,000","$49,999",22,"49,999","1,316",5/24/2013,0,Carport,1995,1,Unknown,,No,,,,5,,1,Yes,No,No,,,No,Yes,,,No
Coldwell Banker Redpath and Company,House Agent,"$587,500",CL,2 Dunsinane Dr.,Lebanon,4213644,Single Family,NH,NH-Grafton,1/26/2013,4,5,"4,768",28,,,"$587,500","$595,000",23,"595,000","13,314",6/3/2013,3,Attached,2000,2,Unknown,,No,,,,15,,2,Yes,No,No,,,,Yes,,Walk-up,Yes
Coldwell Banker Redpath and Company,House Agent,"$100,000",CL,29 Pleasant St. #60,Lebanon,4213377,Condo,NH,NH-Grafton,1/28/2013,2,2,"1,905",44,,,"$100,000","$125,000",6,"125,000","3,855",4/26/2013,0,Attached,1977,2,Unknown,,No,,,,7,,1,Yes,No,No,,,,Unknown,,Interior,Yes
Coldwell Banker Redpath and Company,House Agent,"$233,000",CL,411 Meriden Rd,Lebanon,4214269,Single Family,NH,NH-Grafton,1/31/2013,4,2,"1,638",15,,,"$233,000","$239,000",24,"239,000", -   ,4/15/2013,0.74,Attached,1939,2,No,,No,,,,7,,2,Yes,No,No,,,,Unknown,,Interior,Yes
RE/MAX Upper Valley,Deb M Roberts,"$288,000",CL,14 WINONA CIRCLE,Lebanon,4214133,Single Family,NH,NH-Grafton,1/31/2013,3,3,"1,664",6,"$272,900",2012,"$288,000","$299,000",21,"299,000","6,602",4/12/2013,0.26,Attached,1988,2,Yes,,No,,,,6,,2,Yes,No,No,,,No,No,,Walk-up,Yes
Coldwell Banker Redpath and Company,House Agent,"$159,000",CL,15 Riverdale Parkway,Lebanon,4214991,Single Family,NH,NH-Grafton,2/1/2013,3,2,"1,302",695,"$184,900",,"$159,000","$164,900",22,"225,000","4,857",2/20/2015,0.37,Detached,1920,2,No,,No,,,No,7,,2,Yes,No,No,,,,Unknown,,Interior,Yes
Coldwell Banker Redpath and Company,House Agent,"$250,000",CL,35 Wolf Rd,Lebanon,4214198,Single Family,NH,NH-Grafton,2/1/2013,3,2,"1,774",30,,,"$250,000","$267,500",20,"275,000","5,142",6/17/2013,0.29,Attached,1987,2,No,,No,,,,6,,2,Yes,No,No,,,,No,,Interior,Yes
Vanessa Stone Real Estate,Susan Cole,"$165,000",CL,84 Young Street,Lebanon,4214764,Single Family,NH,NH-Grafton,2/4/2013,2,1,986,5,"$207,100",,"$165,000","$165,000",14,"165,000","5,011",3/22/2013,0.38,Attached,1958,1,Yes,,No,,,,4,,1,Yes,No,No,,,,Unknown,,Walk-up,Yes
Four Seasons Sotheby's Int'l Realty,Melissa Robinson,"$210,000",CL,18 Crafts Avenue,Lebanon,4214943,Single Family,NH,NH-Grafton,2/4/2013,3,1,"1,164",62,,,"$210,000","$215,000",24,"215,000","3,950",5/23/2013,0.19,Detached,1907,2,Unknown,,No,,,,6,,1,Yes,No,No,,,No,No,,Interior,Yes
RE/MAX Upper Valley/Hanover,Agent22341 House,"$260,500",CL,48 Nottingham Circle,Lebanon,4214860,Single Family,NH,NH-Grafton,2/4/2013,3,2,"2,170",52,"$260,400",2012,"$260,500","$269,500",12,"275,000","6,299",5/17/2013,0.43,Attached,1979,2,Unknown,,Unknown,,,,7,,2,Yes,No,No,,,,Yes,,Walkout,Yes
RE/MAX Upper Valley/Hanover,Agent22341 House,"$148,000",CL,2 Westboro Woods Lane,Lebanon,4215713,Condo,NH,NH-Grafton,2/9/2013,2,2,"1,176",186,,,"$148,000","$154,000",12,"158,000","4,034",10/1/2013,0,,2007,2,Yes,,No,,,,4,,0,No,No,No,,Westboro Woods,,Yes,,Interior,Yes
Four Seasons Sotheby`s Int`l Realty,house 22125,"$402,500",CL,52 Oak Ridge Road,Lebanon,4216223,Single Family,NH,NH-Grafton,2/11/2013,3,3,"4,106",21,,,"$402,500","$418,500",24,"418,500","8,800",5/10/2013,1.31,Attached,1971,1,Yes,,No,,,,9,,2,Yes,No,No,,,No,Yes,,Interior,Yes
Four Seasons Sotheby`s Int`l Realty,house 22125,"$228,964",CL,337 Mount Support Road,Lebanon,4217396,Condo,NH,NH-Grafton,2/19/2013,2,3,"1,317",406,,,"$228,964","$230,315",1,"225,600",1,6/2/2014,4.82,,2009,3,Yes,,No,,,No,5,,0,No,No,No,,Quarry Hill Condos,No,Yes,,Walkout,Yes
Four Seasons Sotheby`s Int`l Realty,house 22125,"$232,415",CL,337 Mount Support Road,Lebanon,4217381,Condo,NH,NH-Grafton,2/19/2013,2,3,"1,317",416,,,"$232,415","$230,315",1,"225,600",1,6/2/2014,4.82,,2009,3,Yes,,No,,,No,5,,0,No,No,No,,Quarry Hill Condos,No,Yes,,Walkout,Yes
Four Seasons Sotheby`s Int`l Realty,house 22125,"$237,000",CL,337 Mount Support Road,Lebanon,4217386,Condo,NH,NH-Grafton,2/19/2013,2,3,"1,317",407,,,"$237,000","$230,315",1,"225,600",1,5/23/2014,4.82,,2009,3,Yes,,No,,,No,5,,0,No,No,No,,Quarry Hill Condos,No,Yes,,Walkout,Yes
Four Seasons Sotheby`s Int`l Realty,house 22125,"$250,367",CL,337 Mount Support Road,Lebanon,4217394,Condo,NH,NH-Grafton,2/19/2013,2,3,"1,317",35,,,"$250,367","$225,600",1,"225,600",1,7/10/2013,4.82,,2009,3,Yes,,No,,,,5,,0,No,No,No,,Quarry Hill Condos,No,Yes,,Walkout,Yes
Four Seasons Sotheby`s Int`l Realty,house 22125,"$254,085",CL,337 Mount Support Road,Lebanon,4217397,Condo,NH,NH-Grafton,2/19/2013,2,3,"1,317",42,,,"$254,085","$225,600",1,"225,600",1,8/2/2013,4.82,,2009,3,Yes,,No,,,,5,,0,No,No,No,,Quarry Hill Condos,No,Yes,,Walk-up,Yes
Four Seasons Sotheby`s Int`l Realty,house 22125,"$342,840",CL,337 Mount Support Road,Lebanon,4217390,Condo,NH,NH-Grafton,2/19/2013,2,3,"1,317",14,,,"$342,840","$228,100",1,"208,100",1,7/3/2013,4.82,,2009,3,Yes,,No,,,,5,,0,No,No,No,,Quarry Hill Condos,No,Yes,,Walkout,Yes
Four Seasons Sotheby`s Int`l Realty,house 22125,"$352,915",CL,337 Mount Support Road,Lebanon,4217395,Condo,NH,NH-Grafton,2/19/2013,2,3,"1,317",265,,,"$352,915","$235,135",1,"225,600",1,3/28/2014,4.82,,2009,3,Yes,,No,,,No,5,,0,No,No,No,,Quarry Hill Condos,No,Yes,,Walkout,Yes
Four Seasons Sotheby's Int'l Realty,Richard M Higgerson,"$153,000",CL,12 Peabody Street,Lebanon,4218097,Single Family,NH,NH-Grafton,2/21/2013,3,2,"1,006",25,,,"$153,000","$162,000",16,"162,000","3,544",5/29/2013,0.19,Detached,1935,1.5,Unknown,,No,,,,5,,1,Yes,No,Unknown,,,,No,,,Yes
LindeMac Real Estate,Linde McNamara,"$380,000",CL,81 Apple Blossom Drive,Lebanon,4218339,Condo,NH,NH-Grafton,2/25/2013,3,3,"2,006",18,"$397,600",,"$380,000","$425,000",19,"425,000","9,618",6/21/2013,0,Attached,2001,1.75,Yes,,No,,,,9,,2,Yes,No,No,,The Falls at Rivers Edge,,Yes,,,No
Coldwell Banker Redpath and Company,House Agent,"$520,000",CL,100 Daisy Hill,Lebanon,4218493,Single Family,NH,NH-Grafton,2/25/2013,4,3,"2,934",38,,,"$520,000","$535,000",24,"535,000","11,434",6/7/2013,3.35,Attached,2005,2,Yes,,No,,,,8,,2,Yes,No,No,,,,No,,Interior,Yes
Century 21 Highview Realty,Steve Floyd,"$130,000",CL,133 Trues Brook Rd,Lebanon,4218705,Single Family,NH,NH-Grafton,2/26/2013,3,2,"1,552",76,,,"$130,000","$153,000",9,"170,000","4,058",8/6/2013,2,,1962,1,Unknown,,No,,,,7,,0,No,Yes,No,,,No,Unknown,,Walk-up,Yes
Moseley Associates,Cheryl Brush,"$100,000",CL,30 Wolf Road,Lebanon,4219295,Condo,NH,NH-Grafton,3/1/2013,1,1,650,61,"$101,790",,"$100,000","$104,900",6,"104,900","2,466",6/6/2013,0,,1987,1,Yes,,No,,,,3,,0,No,No,No,,,,Yes,,,No
Four Seasons Sotheby's Int'l Realty,Annette Hartley,"$166,000",CL,40 Wolf Road,Lebanon,4220020,Condo,NH,NH-Grafton,3/4/2013,3,2,"1,199",18,"$172,300",,"$166,000","$174,000",8,"174,000","4,168",6/24/2013,5.3,Carport,1988,2,Unknown,,No,,,,5,,0,No,No,No,,Wolf Run Condominiums,,Yes,,,No
Coldwell Banker Redpath and Company,House Agent,"$212,500",CL,28 Dana St,Lebanon,4220257,Single Family,NH,NH-Grafton,3/4/2013,3,1,"1,219",9,"$180,400",2012,"$212,500","$222,500",24,"222,500","4,364",5/17/2013,0.23,,1910,2,Yes,,No,,,,7,,0,No,No,No,,,,No,,Interior,Yes
